account_holder_name,bank_name,type,currency,location,previous_location,device,amount,balance,txn_count_last_1hr,txn_count_last_24hr,avg_txn_amount_30days,distance_from_last_txn_km,account_age_days,is_new_location,is_new_device,is_vpn_or_proxy,ip_matches_location,is_international,is_first_time_receiver,merchant_category,transaction_mode,ip_risk_tag,risk_score,risk_level,is_fraud,fraud_reason,r01,r02,r03,r04,r05,r06,r07,r08,r09,r10,r11,r12,r13,r14
Anjali Desai,IndusInd,debit,INR,Bhopal,Chennai,iPad,8022.53,54687.12,1,4,6382,37,1099,0,0,0,1,0,0,retail,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,Kotak,debit,INR,Chandigarh,Delhi,Desktop,7325.45,38588.8,0,2,6189,10,1706,0,0,0,1,0,0,education,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divya Menon,HDFC,debit,INR,Ahmedabad,Mumbai,Web,3830.53,51336.12,0,5,3643,32,2126,0,0,0,1,0,0,entertainment,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neha Sharma,ICICI,debit,INR,Pune,Surat,Linux Desktop,1916.95,42281.8,0,2,2734,23,2181,0,0,0,1,0,0,travel,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Verma,IDBI,debit,INR,Bhubaneswar,Bhubaneswar,Windows Phone,6228,202110,11,22,3000.0,0,175,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R02:OddHours(hour=3) | R04:RapidFire(11txns/hr) | R07:NewDeviceDetected(Windows Phone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R13:HighDailyVolume(22txns),0,1,0,1,0,0,1,1,0,0,0,0,1,0
Manish Tiwari,IndusInd,debit,INR,Patna,Kolkata,ATM,4069.22,24767.88,1,1,4505,42,1747,0,0,0,1,0,0,education,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Kotak,debit,INR,Surat,Hyderabad,iPhone,8277.57,34040.28,2,2,7555,40,1834,0,0,0,1,0,0,retail,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneha Pillai,IDBI,debit,INR,Ahmedabad,Ahmedabad,MacBook,45170,63238,1,2,4517,0,809,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(45170) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Aditya Kumar,PNB,debit,INR,Bhopal,Kochi,MacBook,2905.59,32295.36,1,3,3237,42,1222,0,0,0,1,0,0,food,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meera Nair,RBL Bank,debit,INR,Kolkata,Bangalore,Windows Phone,6234.1,67669.4,0,2,6722,37,515,0,0,0,1,0,0,entertainment,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,Kotak,debit,INR,Jaipur,Kochi,MacBook,597.3,49387.2,1,2,1727,13,753,0,0,0,1,0,0,healthcare,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neha Sharma,Federal Bank,debit,INR,Jaipur,Chandigarh,MacBook,2963.37,56126.48,0,3,4436,44,647,0,0,0,1,0,0,grocery,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arjun Verma,ICICI,debit,INR,Kolkata,Ahmedabad,Linux Desktop,6322.34,73223.36,1,5,7363,24,991,0,0,0,1,0,0,healthcare,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nikhil Bansal,ICICI,debit,INR,Indore,Chennai,ATM,3049.13,42798.52,0,1,3387,4,1578,0,0,0,1,0,0,insurance,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,Federal Bank,debit,INR,Hyderabad,Gurgaon,ATM,1298.66,25576.64,2,3,3414,22,2246,0,0,0,1,0,0,utilities,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,IndusInd,debit,INR,Noida,Surat,ATM,26487,208564,5,29,4000.0,1124,265,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R02:OddHours(hour=1) | R04:FrequentTxns(5txns/hr) | R06:ImpossibleTravel(1124km) | R07:NewDeviceDetected(ATM) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R11:AmountSpike(7xAvg) | R13:HighDailyVolume(29txns),0,1,0,1,0,1,1,1,0,0,1,0,1,0
Sneha Pillai,Federal Bank,debit,INR,Noida,Delhi,Windows Phone,7578.43,77739.72,2,5,7655,1,1364,0,0,0,1,0,0,entertainment,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,PNB,debit,INR,Hyderabad,Lucknow,iPhone,4253.77,37754.08,0,4,4684,42,1231,0,0,0,1,0,0,food,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,Bank of Baroda,debit,INR,Surat,Patna,Linux Desktop,2080.83,15268.32,1,0,6141,2,2110,0,0,0,1,0,0,utilities,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,Kotak,debit,INR,Indore,Patna,Desktop,2316.2,32139.8,2,2,3120,77,1388,1,0,0,1,0,0,healthcare,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,HDFC,debit,INR,Pune,Bhubaneswar,Android,3241.43,46848.72,1,1,7906,24,1793,0,0,0,1,0,0,education,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ishita Chaudhary,SBI,debit,INR,Gurgaon,Pune,Smart TV,1089.96,23887.84,0,2,1362,6,844,0,0,0,1,0,0,insurance,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,IDBI,debit,INR,Gurgaon,Gurgaon,Linux Desktop,53000.0,55650.0,1,3,3533.33,0,688,0,0,0,1,0,1,electronics,RTGS,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=53000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(53000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(53000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Kavya Reddy,Yes Bank,debit,INR,Hyderabad,Noida,Linux Desktop,3371.39,45829.56,0,5,7454,12,534,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,Federal Bank,debit,INR,Chennai,Noida,Android,8108.17,34529.68,1,3,6794,0,2297,0,0,0,1,0,0,food,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,Yes Bank,debit,INR,Delhi,Kochi,MacBook,3137.11,30374.44,2,5,4117,14,2164,0,0,0,1,0,0,utilities,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,IDBI,debit,INR,Hyderabad,Nagpur,MacBook,3247.2,44710.8,0,1,5114,37,1663,0,0,0,1,0,0,retail,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,IDBI,debit,INR,Nagpur,Delhi,iPhone,763.0,48330.0,2,1,1091,0,1923,0,0,0,1,0,0,education,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neha Sharma,RBL Bank,debit,INR,Chandigarh,Nagpur,Desktop,2183.38,33541.52,0,4,3303,32,2133,0,0,0,1,0,0,electronics,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divya Menon,IDBI,debit,INR,Noida,Hyderabad,Windows Phone,8152.76,82255.04,1,5,7905,1,404,0,0,0,1,0,0,travel,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meera Nair,Bank of Baroda,debit,INR,Indore,Kolkata,iPhone,1168.25,17668.0,0,5,1462,36,1177,0,0,0,1,0,0,utilities,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,PNB,debit,INR,Kochi,Nagpur,iPad,6593.14,55431.56,2,3,7468,6,411,0,0,0,1,0,0,healthcare,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meera Nair,Union Bank,debit,INR,Delhi,Kochi,Linux Desktop,4739.7,52839.8,1,5,4742,17,869,0,0,0,1,0,0,insurance,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,SBI,debit,INR,Chandigarh,Kolkata,ATM,4642.79,51378.16,1,3,5944,63,650,1,0,0,1,0,0,grocery,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,Federal Bank,debit,INR,Mumbai,Patna,MacBook,5678.85,48176.4,2,0,6694,42,1106,0,0,0,1,0,0,education,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,Union Bank,debit,INR,Hyderabad,Indore,Android,1345.69,42713.76,0,2,2452,25,637,0,0,0,1,0,0,food,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karan Joshi,Canara Bank,debit,INR,Chandigarh,Kochi,ATM,2206.04,30429.16,1,1,6270,40,490,0,0,0,1,0,0,retail,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,SBI,debit,INR,Hyderabad,Jaipur,Desktop,9138.48,69084.92,1,2,7032,43,810,0,0,0,1,0,0,entertainment,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ananya Mishra,IDBI,debit,INR,Nagpur,Bhopal,Android,2479.83,36189.32,0,1,5301,2,1333,0,0,0,1,0,0,retail,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Axis,debit,INR,Chandigarh,Chandigarh,iPhone,76000.0,79800.0,1,3,5066.67,0,295,0,0,0,1,0,1,electronics,NEFT,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=76000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(76000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(76000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Meera Nair,Federal Bank,debit,INR,Chennai,Chennai,Android,24920,34888,1,2,2492,0,1113,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(24920) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Rohan Gupta,Canara Bank,debit,INR,Bhopal,Bhopal,iPad,42949,94543,3,8,2000.0,0,13,0,0,1,0,0,1,gambling,IMPS,DATACENTER,10.0,CRITICAL,1,R05:GamblingMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(42949) | R11:AmountSpike(21xAvg) | R12:NewAccountLargeTransfer(age=13days),0,0,0,0,1,0,0,1,0,1,1,1,0,0
Priya Singh,Bank of Baroda,debit,INR,Pune,Gurgaon,ATM,6555.7,60272.8,0,1,6948,50,1908,0,0,0,1,0,0,entertainment,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,Federal Bank,debit,INR,Pune,Gurgaon,iPad,5684.01,35350.04,1,5,5704,21,2164,0,0,0,1,0,0,travel,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Axis,debit,EUR,New York,Jaipur,Windows Phone,38852,499893,2,5,8000.0,5644,611,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(5644km) | R07:NewDeviceDetected(Windows Phone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=EUR),0,0,0,0,0,1,1,1,1,0,0,0,0,0
Yash Agarwal,SBI,debit,INR,Chennai,Chennai,Windows Phone,63000.0,66150.0,1,3,4200.0,0,556,0,0,0,1,0,1,electronics,RTGS,CLEAN,10.0,CRITICAL,1,R01:HighAmount(=63000) | R03:BalanceDrain(=95%) | R10:NewReceiverHighAmount(63000) | R11:AmountSpike(15xAvg) | R14:RoundAmountStructuring(63000),1,0,1,0,0,0,0,0,0,1,1,0,0,1
Shreya Bose,IDBI,debit,USD,Sydney,Bhubaneswar,iPhone,69000.0,70380.0,13,26,5000.0,4738,9,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=69000) | R02:OddHours(hour=2) | R03:BalanceDrain(=98%) | R04:RapidFire(13txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(4738km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(69000) | R11:AmountSpike(14xAvg) | R12:NewAccountLargeTransfer(age=9days) | R13:HighDailyVolume(26txns) | R14:RoundAmountStructuring(69000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Simran Kapoor,ICICI,debit,INR,Pune,Noida,Android,1761.21,51381.84,0,3,2990,32,973,0,0,0,1,0,0,travel,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manish Tiwari,Yes Bank,debit,INR,Kolkata,Indore,Smart TV,1542.23,49427.92,0,4,1398,8,1146,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priya Singh,Kotak,debit,USD,Frankfurt,Delhi,iPhone,61000.0,62220.0,15,32,5000.0,5200,12,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=61000) | R02:OddHours(hour=3) | R03:BalanceDrain(=98%) | R04:RapidFire(15txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(5200km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(61000) | R11:AmountSpike(12xAvg) | R12:NewAccountLargeTransfer(age=12days) | R13:HighDailyVolume(32txns) | R14:RoundAmountStructuring(61000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sneha Pillai,Axis,debit,INR,Indore,Chandigarh,Desktop,1108.39,35270.56,2,5,1213,22,1728,0,0,0,1,0,0,grocery,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,Yes Bank,debit,INR,Mumbai,Bhopal,Web,4001.79,51326.16,1,3,5083,41,1003,0,0,0,1,0,0,travel,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneha Pillai,Union Bank,debit,INR,Chennai,Chandigarh,iPad,2340.05,33958.2,1,2,4375,17,2353,0,0,0,1,0,0,electronics,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Abhishek Nair,Canara Bank,debit,INR,Nagpur,Kochi,iPhone,3990.34,16495.36,1,0,5776,36,1426,0,0,0,1,0,0,healthcare,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanmay Kulkarni,ICICI,debit,INR,Patna,Kochi,Smart TV,7177.6,62060.4,1,0,6253,4,893,0,0,0,1,0,0,insurance,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,Yes Bank,debit,INR,Lucknow,Kolkata,Linux Desktop,4727.34,26227.36,0,4,6892,6,2067,0,0,0,1,0,0,education,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,ICICI,debit,INR,Kolkata,Chandigarh,ATM,954.53,27882.12,2,5,1159,9,2057,0,0,0,1,0,0,electronics,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,SBI,debit,INR,Nagpur,Surat,iPad,2320.46,15959.84,1,3,2391,34,2243,1,0,0,1,0,0,travel,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,IDFC First,debit,INR,Hyderabad,Hyderabad,iPhone,1034.84,14226.36,2,3,1037,27,2085,0,0,0,1,0,0,education,CARD,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,HDFC,debit,INR,Indore,Ahmedabad,Smart TV,1475.26,24149.04,1,0,1540,19,502,0,0,0,1,0,0,travel,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ananya Mishra,IndusInd,debit,INR,Jaipur,Mumbai,Windows Phone,4758.65,68428.6,2,5,3980,44,1603,0,0,0,1,0,0,electronics,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Varun Saxena,IndusInd,debit,INR,Chandigarh,Nagpur,MacBook,995.78,47781.12,2,0,2655,4,1050,0,0,0,1,0,0,grocery,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simran Kapoor,RBL Bank,debit,INR,Ahmedabad,Delhi,Smart TV,6478.72,47452.88,0,2,5654,43,763,0,0,0,1,0,0,grocery,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ananya Mishra,IDFC First,debit,INR,Chandigarh,Chandigarh,Linux Desktop,57728,109857,3,8,2000.0,0,27,0,0,1,0,0,1,crypto,IMPS,DATACENTER,10.0,CRITICAL,1,R01:HighAmount(=57728) | R05:CryptoMerchant | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:DatacenterIP(botSuspect) | R10:NewReceiverHighAmount(57728) | R11:AmountSpike(29xAvg) | R12:NewAccountLargeTransfer(age=27days),1,0,0,0,1,0,0,1,0,1,1,1,0,0
Meera Nair,PNB,debit,INR,Patna,Gurgaon,Linux Desktop,4619.24,39658.96,2,2,5961,40,1826,0,0,0,1,0,0,grocery,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karan Joshi,IDFC First,debit,USD,Singapore,Patna,Desktop,17864,486433,2,5,8000.0,5396,601,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(5396km) | R07:NewDeviceDetected(Desktop) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD),0,0,0,0,0,1,1,1,1,0,0,0,0,0
Siddharth Malhotra,SBI,debit,INR,Delhi,Kochi,Web,933.92,31173.68,2,5,1939,35,2176,0,0,0,1,0,0,entertainment,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rohan Gupta,Bank of Baroda,debit,INR,Bangalore,Ahmedabad,Web,1420.98,20895.92,2,4,1818,20,2115,0,0,0,1,0,0,food,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,IndusInd,debit,INR,Bangalore,Bangalore,Web,43320,60648,1,2,4332,0,990,0,0,0,1,0,1,electronics,NEFT,CLEAN,6.5,HIGH,1,R02:OddHours(hour=3) | R10:NewReceiverHighAmount(43320) | R11:AmountSpike(10xAvg),0,1,0,0,0,0,0,0,0,1,1,0,0,0
Vikram Rao,IDFC First,debit,INR,Patna,Noida,MacBook,20513,227022,5,26,4000.0,1311,229,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R04:FrequentTxns(5txns/hr) | R06:ImpossibleTravel(1311km) | R07:NewDeviceDetected(MacBook) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R11:AmountSpike(5xAvg) | R13:HighDailyVolume(26txns),0,0,0,1,0,1,1,1,0,0,1,0,1,0
Rahul Khanna,Canara Bank,debit,CHF,Singapore,Jaipur,Android,30809,379401,2,5,8000.0,4966,1127,1,1,1,0,1,0,travel,CARD,TOR,10.0,CRITICAL,1,R06:ImpossibleTravel(4966km) | R07:NewDeviceDetected(Android) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=CHF),0,0,0,0,0,1,1,1,1,0,0,0,0,0
Aditya Kumar,Canara Bank,debit,INR,Bangalore,Surat,Windows Phone,2896.84,21574.36,1,1,5451,44,731,0,0,0,1,0,0,retail,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneha Pillai,Federal Bank,debit,INR,Mumbai,Mumbai,Web,15644,247278,8,21,3000.0,0,160,0,1,1,0,0,0,retail,UPI,VPN,10.0,CRITICAL,1,R04:RapidFire(8txns/hr) | R07:NewDeviceDetected(Web) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:CommercialVPN | R11:AmountSpike(5xAvg) | R13:HighDailyVolume(21txns),0,0,0,1,0,0,1,1,0,0,1,0,1,0
Divya Menon,Federal Bank,debit,INR,Chennai,Hyderabad,Web,1503.53,35591.12,1,0,1837,41,2365,0,0,0,1,0,0,utilities,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,Union Bank,debit,INR,Patna,Gurgaon,ATM,3150.67,19855.68,0,1,4282,9,1309,0,0,0,1,0,0,retail,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Riya Patel,HDFC,debit,INR,Hyderabad,Pune,iPad,3494.36,40365.44,2,3,4097,23,1692,0,0,0,1,0,0,travel,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,IndusInd,debit,INR,Chennai,Chandigarh,iPhone,18601,120311,5,29,4000.0,629,234,1,1,1,0,0,0,retail,UPI,PROXY,10.0,CRITICAL,1,R04:FrequentTxns(5txns/hr) | R06:SuspiciousLocationJump(629km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:AnonymousProxy | R13:HighDailyVolume(29txns),0,0,0,1,0,1,1,1,0,0,0,0,1,0
Priya Singh,HDFC,debit,INR,Jaipur,Jaipur,Smart TV,23700,33180,1,2,2370,0,866,0,0,0,1,0,1,electronics,NEFT,CLEAN,4.5,MEDIUM,0,R10:NewReceiverHighAmount(23700) | R11:AmountSpike(10xAvg),0,0,0,0,0,0,0,0,0,1,1,0,0,0
Vikram Rao,Canara Bank,debit,INR,Bhopal,Surat,iPhone,1864.54,8696.16,0,1,5213,15,2222,0,0,0,1,0,0,electronics,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diya Mehta,Union Bank,debit,INR,Lucknow,Hyderabad,Android,5132.14,57593.56,1,4,6086,25,2095,0,0,0,1,0,0,healthcare,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neha Sharma,Canara Bank,debit,INR,Bhubaneswar,Kochi,Windows Phone,1901.34,24572.36,1,0,2226,28,1429,0,0,0,1,0,0,healthcare,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karan Joshi,HDFC,debit,INR,Gurgaon,Gurgaon,Android,1476.63,36953.52,1,1,2916,37,1608,0,0,0,1,0,0,grocery,UPI,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aditya Kumar,SBI,debit,INR,Gurgaon,Bhopal,Desktop,1189.92,23756.68,2,3,2536,23,2312,0,0,0,1,0,0,insurance,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aarav Shah,IDBI,debit,INR,Jaipur,Pune,Web,1602.18,50579.72,2,0,2656,29,1954,1,0,0,1,0,0,education,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kavya Reddy,PNB,debit,USD,Dubai,Gurgaon,iPhone,72000.0,73440.0,11,33,5000.0,1795,20,1,1,1,0,1,1,gambling,CARD,TOR,10.0,CRITICAL,1,R01:HighAmount(=72000) | R02:OddHours(hour=4) | R03:BalanceDrain(=98%) | R04:RapidFire(11txns/hr) | R05:GamblingMerchant | R06:ImpossibleTravel(1795km) | R07:NewDeviceDetected(iPhone) | R08a:VPN/ProxyFlag | R08b:IPLocationMismatch | R08c:TorNetwork | R09:InternationalTxn(currency=USD) | R10:NewReceiverHighAmount(72000) | R11:AmountSpike(14xAvg) | R12:NewAccountLargeTransfer(age=20days) | R13:HighDailyVolume(33txns) | R14:RoundAmountStructuring(72000),1,1,1,1,1,1,1,1,1,1,1,1,1,1
Tanmay Kulkarni,IDBI,debit,INR,Nagpur,Gurgaon,Smart TV,1329.7,50753.8,0,0,2148,0,2252,0,0,0,1,0,0,healthcare,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karan Joshi,Axis,debit,INR,Patna,Chennai,Desktop,3383.03,26251.12,2,4,4285,0,1596,0,0,0,1,0,0,insurance,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pooja Iyer,Bank of Baroda,debit,INR,Bhubaneswar,Pune,iPad,1771.54,44749.16,1,2,1888,3,1282,0,0,0,1,0,0,electronics,RTGS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rahul Khanna,RBL Bank,debit,INR,Chandigarh,Bhubaneswar,Web,7618.64,41984.56,1,1,6046,2,1057,0,0,0,1,0,0,education,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yash Agarwal,IDBI,debit,INR,Noida,Surat,iPad,6818.14,30808.56,2,0,5427,32,2206,0,0,0,1,0,0,entertainment,IMPS,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vikram Rao,Axis,debit,INR,Patna,Gurgaon,iPhone,516.67,4332.68,2,4,1132,7,551,0,0,0,1,0,0,utilities,NEFT,CLEAN,0.0,LOW,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0
